x,y,class
85.2999,55.5326,black
68.2676,28.1993,black
83.4237,7.24765,black
96.6167,19.2468,black
76.7745,44.9939,black
89.4753,74.9929,black
15.9709,8.77749,black
67.3668,65.9954,black
75.2432,7.41109,black
64.0967,13.7198,black
72.1607,28.631,black
81.9202,73.6801,black
73.7032,68.4605,black
38.0292,18.7855,black
97.554,23.8188,black
80.9747,63.4763,black
63.5703,29.6164,black
78.3874,66.9267,black
71.7451,12.6289,black
88.3899,49.3997,black
99.9532,47.9587,black
74.7583,38.9435,black
89.6443,25.5627,black
84.3791,80.9693,black
39.6825,35.1305,black
68.6669,22.6827,black
19.876,2.93328,black
92.6746,37.7853,black
85.9901,3.22567,black
35.238,11.7883,black
65.9146,62.9464,black
28.9059,13.98,black
31.2445,10.0713,black
99.0873,67.7678,black
94.6835,60.4547,black
76.9486,65.3277,black
68.7098,19.0214,black
83.0728,24.2877,black
82.9905,27.554,black
77.2407,3.45351,black
75.8438,32.5861,black
63.3375,1.50954,black
84.026,1.81819,black
17.1214,10.4424,black
48.2434,36.4884,black
42.0871,32.6044,black
81.1278,27.0903,black
90.5012,58.4112,black
83.8139,23.4019,black
65.3055,10.3457,black
67.3881,32.7297,black
86.1477,55.4215,black
78.4053,30.958,black
99.6998,11.503,black
55.4268,47.1539,black
81.2147,60.9575,black
39.1791,16.4697,black
99.5718,35.2009,black
56.0661,5.04429,black
55.2593,22.4152,black
69.748,48.5,black
76.0792,73.0013,black
63.3337,44.796,black
48.1306,8.3034,black
49.7278,21.4993,black
56.162,23.819,black
73.9812,5.36052,black
75.0351,69.2835,black
23.0685,21.3037,black
35.6613,9.30089,black
74.3921,3.91243,black
36.2886,19.7696,black
36.0901,14.0031,black
68.726,46.5726,black
88.7822,1.12861,black
78.6666,26.8902,black
98.3019,78.5361,black
48.2708,19.1033,black
63.995,52.5973,black
48.8647,32.6582,black
17.2136,0.567923,black
69.2689,42.7598,black
95.0174,84.9873,black
83.4751,45.7081,black
97.0398,86.3055,black
93.0844,27.7747,black
93.9135,44.2007,black
92.0799,41.6109,black
55.7745,14.1576,black
79.2753,47.6956,black
95.469,0.0584776,black
17.0286,6.87778,black
83.1536,29.8551,black
81.2921,53.9385,black
81.8218,51.6975,black
26.8051,22.9756,black
48.0977,43.6148,black
91.6353,36.4433,black
56.7149,51.696,black
52.6438,34.8699,black
88.6891,75.0949,black
73.7341,43.1326,black
85.8161,4.27941,black
52.5019,45.5827,black
90.4888,46.6567,black
74.3433,18.8967,black
98.9404,15.1317,black
80.724,65.9776,black
78.8194,59.3563,black
98.0344,72.2382,black
85.919,33.0376,black
95.1173,21.3638,black
43.1942,3.21072,black
98.7131,50.0064,black
42.2986,23.3145,black
76.026,67.6952,black
80.4617,19.1518,black
68.5389,24.3871,black
40.246,12.3134,black
58.2872,17.5842,black
31.8237,7.15663,black
89.639,62.9261,black
98.4846,64.3473,black
93.3883,90.6092,black
64.0373,46.1966,black
2.09724,1.83495,black
1.32699,0.15901,black
31.4916,23.8538,black
90.7677,25.2627,black
52.2535,37.0688,black
89.4881,86.9535,black
26.5548,23.047,black
99.1353,75.3823,black
78.8161,20.2002,black
73.522,62.843,black
95.3324,54.2719,black
75.454,5.678,black
56.2152,32.69,black
69.6833,18.3008,black
58.7901,14.2221,black
55.7039,28.683,black
68.8127,64.8724,black
74.5018,3.66822,black
98.039,40.4934,black
68.4822,63.6735,black
62.9681,10.4911,black
51.5678,30.1863,black
78.0731,9.18393,black
96.7086,93.3923,black
84.0829,61.2744,black
84.1645,73.7454,black
98.8455,64.6877,black
45.2128,40.9401,black
46.007,23.0658,black
63.0422,15.7014,black
49.6339,29.2623,black
24.3575,11.4563,black
45.7985,19.0106,black
89.9106,60.0251,black
76.2675,73.4429,black
44.7662,31.605,black
68.0266,16.4954,black
47.822,0.642519,black
53.9345,4.2742,black
95.7565,54.3823,black
37.3156,35.9993,black
68.8571,38.7163,black
62.1536,25.7738,black
18.1616,9.86098,black
99.7145,47.36,black
29.9081,3.21111,black
74.2442,3.43788,black
16.0396,1.64639,black
91.1512,36.8945,black
70.7995,40.8145,black
78.8369,22.7233,black
83.5459,34.7216,black
14.4229,7.70004,black
70.7785,33.52,black
84.4044,0.509758,black
54.9097,8.2097,black
91.0178,5.24894,black
98.566,77.6174,black
40.8606,36.0482,black
48.3739,4.89321,black
85.4542,44.8022,black
29.0233,8.59796,black
96.6649,74.6244,black
64.2703,59.7114,black
85.5822,16.2411,black
88.2966,87.5488,black
95.7016,22.9761,black
77.3326,58.9607,black
73.7797,1.95672,black
57.7465,24.4092,black
88.3847,65.4221,black
80.7626,35.565,black
67.7156,15.2134,black
64.5411,52.5369,black
57.8856,23.6583,black
71.2798,2.78464,black
74.8701,43.3729,black
81.7082,79.7233,black
45.5988,41.7307,black
92.487,54.8325,black
48.4234,27.4626,black
66.123,61.9053,black
22.4044,17.9394,black
64.1371,1.1857,black
93.0789,42.4361,black
9.01638,6.46919,black
77.7932,31.4064,black
53.9607,29.2873,black
48.0321,46.0992,black
41.2038,21.7603,black
85.1967,76.7723,black
76.1108,24.7154,black
59.2249,47.6084,black
56.7038,41.4926,black
32.2721,30.6227,black
59.2805,44.0935,black
59.9737,42.4843,black
62.4068,18.4149,black
89.6876,49.6681,black
18.0327,12.7862,black
85.6341,35.6753,black
72.6796,56.6645,black
68.5839,34.359,black
66.5265,32.1662,black
9.71762,6.20248,black
82.9278,46.8762,black
69.3776,58.2018,black
98.8759,79.6985,black
84.7733,59.4284,black
66.4289,58.7359,black
94.3437,69.5822,black
84.6332,45.0271,black
50.6689,19.8744,black
83.4448,51.4653,black
75.9084,73.4551,black
60.762,55.2385,black
80.762,28.2903,black
64.6988,49.859,black
27.4022,11.3936,black
60.1906,50.8707,black
95.2238,94.7699,black
79.4163,36.5989,black
59.1983,40.1824,black
50.4332,29.6986,black
9.58131,6.40254,black
73.5765,32.7222,black
66.2251,22.949,black
30.4708,15.9641,black
68.4248,15.3341,black
77.8667,12.3038,black
94.146,66.1071,black
62.302,15.4254,black
73.6919,71.0047,black
76.227,68.8381,black
48.5024,44.4711,black
98.525,41.5414,black
85.7336,3.77453,black
75.2927,20.9907,black
42.1983,40.5782,black
67.2093,16.3907,black
87.5358,87.1904,black
91.3106,66.1194,black
64.4459,39.268,black
54.8499,31.3853,black
72.2698,29.0656,black
73.038,30.337,black
93.6337,61.0014,black
84.5476,30.5967,black
31.2205,23.2557,black
46.3985,38.1199,black
79.4105,52.9504,black
80.3347,77.3512,black
89.5042,31.218,black
66.4108,23.9961,black
93.8757,43.5258,black
57.0979,47.0435,black
87.4843,85.3571,black
35.0404,8.70885,black
89.6013,54.5206,black
97.1747,72.7596,black
90.0492,54.1823,black
90.8459,63.0766,black
35.7039,6.21507,black
46.8901,44.2362,black
52.3443,23.8118,black
69.2075,66.7612,black
47.3018,36.2545,black
49.1867,12.1399,black
50.8441,17.2878,black
53.1541,8.09707,black
57.0218,39.1185,black
32.1822,30.3232,black
35.7332,32.4214,black
94.9858,5.81418,black
43.8918,9.9871,black
62.6282,14.387,black
85.5705,16.9963,black
84.073,81.657,black
85.1584,24.497,black
32.6979,1.78546,black
40.3165,25.1678,black
98.3745,87.797,black
21.081,12.9538,black
88.7247,51.2903,black
65.8523,58.123,black
88.9885,84.3928,black
70.8217,63.4963,black
48.5801,16.9737,black
53.626,49.8721,black
33.0533,31.9408,black
93.0045,29.0461,black
49.2451,49.1115,black
7.29118,2.99168,black
38.7834,37.9303,black
71.6913,40.0462,black
99.3876,86.2127,black
73.9755,24.5957,black
81.7046,25.2068,black
48.5929,37.2277,black
66.1528,29.996,black
68.9135,21.2852,black
98.4742,26.4602,black
48.4861,21.5193,black
48.436,9.95819,black
35.4624,11.4081,black
52.8903,51.6002,black
69.7587,12.9432,black
80.1881,13.2975,black
86.8329,51.9926,black
14.7029,0.541637,black
70.5359,28.501,black
60.849,55.7405,black
93.7964,51.3255,black
81.6214,64.5605,black
65.8622,41.888,black
26.0551,25.8429,black
58.5279,30.7119,black
98.1808,34.0419,black
61.5959,60.0427,black
50.6794,34.5448,black
75.8098,19.0296,black
17.3577,14.5155,black
49.5325,42.7798,black
85.2918,2.35283,black
52.7657,52.4646,black
40.0444,0.909257,black
96.5723,28.1677,black
28.0304,6.83622,black
68.1087,37.7481,black
43.5273,36.3879,black
35.1247,18.132,black
82.9266,82.9143,black
35.0392,4.41602,black
87.8138,79.2471,black
79.5159,42.1136,black
51.5934,14.142,black
26.4697,7.7655,black
88.4183,50.3681,black
78.3635,30.9764,black
88.3168,83.4661,black
40.5907,16.9976,black
37.9863,15.8423,black
73.2238,19.1791,black
37.4247,28.7868,black
58.7901,50.2895,black
94.5428,83.6238,black
63.5006,25.6136,black
78.572,9.37568,black
67.424,59.8236,black
74.6562,21.6318,black
59.2284,5.6189,black
37.6599,37.0278,black
73.644,49.4451,black
20.628,6.1924,black
55.5845,39.3339,black
52.0109,1.65981,black
70.3288,52.1674,black
57.12,49.0209,black
79.9187,16.0172,black
35.6612,25.3798,black
51.136,28.1189,black
92.7876,35.2719,black
34.6312,11.6097,black
76.3912,65.518,black
55.3543,10.1349,black
98.097,71.0812,black
51.5864,23.5152,black
81.2287,72.3833,black
84.101,48.235,black
75.7886,3.12551,black
63.3818,0.46717,black
49.6945,38.6412,black
78.4917,6.1686,black
90.3493,60.1446,black
71.2012,13.5134,black
80.6803,4.55413,black
29.3042,13.2143,black
28.9723,50.5705,white
79.2292,85.4272,white
27.6899,89.0521,white
51.8964,75.1645,white
72.6381,78.406,white
65.2774,92.0888,white
34.9306,36.1863,white
39.0174,82.5849,white
8.20931,10.7979,white
55.4968,86.9921,white
42.5896,58.8562,white
9.48955,76.2232,white
80.8617,98.5326,white
4.58799,96.576,white
59.2066,97.5161,white
19.2469,92.9888,white
53.7384,89.4747,white
5.44425,40.0476,white
18.2969,77.3439,white
60.6704,91.0945,white
37.9649,94.4216,white
39.1565,66.9981,white
38.1357,76.0108,white
43.607,57.5629,white
31.3788,53.5583,white
65.7818,75.8172,white
5.23137,42.3734,white
28.3086,29.989,white
69.7058,95.7346,white
47.3291,58.3222,white
44.7419,68.3334,white
22.972,53.915,white
14.0514,41.6058,white
6.79725,97.7265,white
34.2621,74.6216,white
29.5058,42.8228,white
23.3076,29.7154,white
40.0589,93.9258,white
63.0543,90.4402,white
81.0735,95.8773,white
88.9175,96.5604,white
88.6667,95.617,white
21.8866,31.6286,white
26.3778,35.7586,white
5.4289,64.0906,white
88.4264,94.638,white
8.89511,50.5793,white
0.817224,46.2015,white
7.41737,28.5523,white
0.471724,94.3318,white
18.9507,62.5569,white
65.8392,86.8962,white
24.5416,78.8027,white
35.1252,77.4646,white
15.1912,72.481,white
33.4291,40.0779,white
57.302,59.1447,white
28.4893,37.6656,white
39.7987,74.458,white
43.1077,89.5286,white
50.0284,90.8036,white
0.497883,24.371,white
8.50513,28.9191,white
4.34654,70.315,white
66.2612,88.5755,white
17.5285,79.9837,white
55.4794,78.6857,white
8.8907,57.9188,white
58.9977,91.6355,white
16.6119,92.5134,white
56.603,59.3081,white
71.9448,90.6523,white
24.5833,36.5783,white
34.371,85.515,white
52.4175,84.6428,white
14.2174,43.2453,white
35.1974,73.5313,white
30.6898,31.4663,white
4.57501,19.0786,white
81.4666,97.9717,white
38.5489,73.2914,white
56.444,61.7269,white
76.726,98.4153,white
15.4036,15.4368,white
59.3538,59.5225,white
18.2353,82.0462,white
28.3207,33.2542,white
10.6725,25.0527,white
12.847,74.0579,white
57.3185,64.7207,white
55.3949,93.4736,white
1.77812,76.6452,white
39.8847,66.4237,white
12.9135,95.3377,white
26.0667,60.1443,white
9.69165,77.3482,white
62.71,85.2201,white
42.4187,42.9502,white
29.5852,80.7032,white
0.841679,85.3804,white
41.6983,55.9843,white
96.4113,97.1792,white
16.6011,84.3924,white
56.418,73.0768,white
64.368,91.8051,white
43.0724,76.4354,white
42.6427,72.1136,white
5.14096,85.8435,white
48.7885,98.2712,white
37.5712,48.3071,white
12.0141,68.8508,white
72.8903,85.3096,white
55.2956,66.0729,white
69.4531,96.0448,white
41.5711,76.2071,white
9.00476,58.2619,white
9.53318,70.0852,white
15.7377,27.3329,white
30.4008,86.1628,white
11.5363,22.6625,white
27.9343,37.676,white
56.0671,67.5145,white
34.9711,49.7337,white
32.8844,95.1374,white
2.93338,74.9506,white
28.4571,63.0231,white
33.9592,97.5722,white
13.3223,80.2694,white
80.7409,87.4447,white
62.106,93.6272,white
22.6634,42.7648,white
38.3599,43.8701,white
13.9672,30.8671,white
35.2115,72.4968,white
40.851,82.5691,white
1.84554,76.472,white
35.1559,57.5747,white
36.7336,48.5685,white
42.0857,69.7186,white
14.3859,90.7534,white
19.8645,66.8279,white
85.3143,89.732,white
17.6629,42.82,white
30.9654,49.3241,white
68.1066,87.3857,white
44.611,98.2385,white
21.4184,43.6479,white
11.0704,66.8853,white
34.3645,95.7691,white
38.732,79.7409,white
0.259099,37.8431,white
12.4565,94.5005,white
59.081,79.9807,white
11.9258,14.7735,white
26.7887,75.9833,white
54.9512,55.0309,white
23.1221,55.8973,white
4.00592,53.4685,white
88.4107,95.5141,white
0.384575,67.9085,white
7.90203,33.7904,white
26.6036,79.2836,white
22.4069,73.0513,white
58.7552,81.0016,white
53.1068,55.8106,white
62.5462,89.5414,white
9.25479,73.9279,white
67.7807,90.9562,white
27.9359,76.6944,white
8.01182,32.1805,white
53.6015,93.5463,white
10.2428,58.5715,white
14.9952,41.8993,white
77.5413,94.451,white
56.8151,88.4105,white
61.895,76.9731,white
11.5473,18.702,white
29.7523,81.2836,white
40.2814,51.2951,white
1.08634,19.4092,white
53.6427,84.7858,white
0.253025,86.397,white
24.4389,41.2248,white
58.1502,91.6681,white
8.71555,81.3037,white
23.9625,61.0262,white
27.249,72.3431,white
22.3111,38.9186,white
2.94293,95.3526,white
41.465,51.4534,white
50.352,66.366,white
25.4848,48.0124,white
52.3136,64.4328,white
84.4143,88.6483,white
14.903,72.9805,white
82.9249,97.8623,white
26.6459,41.2446,white
19.9453,66.5209,white
71.1963,85.0792,white
27.6468,62.8859,white
51.911,90.6725,white
4.4178,93.5788,white
30.1157,46.8344,white
11.3303,51.4459,white
5.34686,75.5378,white
59.7686,74.2447,white
17.4741,95.3972,white
10.8548,18.5683,white
22.4324,41.739,white
6.42353,93.3357,white
37.6323,53.4858,white
49.1716,94.1526,white
28.708,89.8853,white
16.6576,28.4827,white
57.9731,99.3718,white
14.989,40.8247,white
35.9195,75.4697,white
41.4546,67.7312,white
66.1857,73.61,white
40.5014,55.7278,white
37.5893,71.0227,white
35.6185,72.6438,white
20.4638,76.1598,white
32.4057,56.225,white
27.9424,60.3489,white
12.6054,34.0439,white
51.398,52.4227,white
14.8676,71.5517,white
11.6772,34.5236,white
41.6349,89.3878,white
29.7862,54.4568,white
40.1163,73.1635,white
62.1817,98.9827,white
3.99518,32.037,white
21.0063,75.9059,white
69.0269,83.1216,white
29.6832,79.0891,white
5.88463,65.3724,white
39.3893,63.3518,white
2.26158,32.1834,white
44.9071,85.4078,white
13.7841,23.7663,white
14.959,78.9283,white
40.8502,41.6154,white
23.5957,44.2369,white
34.8854,68.564,white
15.0041,40.1679,white
0.617974,75.2142,white
33.4411,39.8833,white
39.3938,97.5896,white
32.9338,63.0463,white
1.01532,26.6606,white
51.2108,75.4125,white
31.5132,41.6488,white
25.0244,74.0761,white
33.4464,67.7472,white
24.2305,69.64,white
23.5365,60.9027,white
5.0841,11.2117,white
88.1401,98.4553,white
88.7802,90.5348,white
52.6757,70.6422,white
30.5588,64.9517,white
35.219,65.0263,white
20.1432,59.1204,white
70.4805,90.4223,white
33.5401,35.1089,white
64.5395,88.435,white
27.6423,68.5733,white
30.4819,32.6772,white
14.7174,34.8764,white
34.911,66.3656,white
36.4065,99.6506,white
18.1731,91.4222,white
86.3769,93.7843,white
2.20019,37.5112,white
72.2432,73.4235,white
16.8011,51.0599,white
51.2222,61.0069,white
42.9679,81.4293,white
31.2182,67.5741,white
30.9378,63.383,white
24.286,47.1488,white
62.4847,70.3816,white
14.2283,31.2134,white
95.5536,96.9034,white
5.39293,89.6271,white
22.8519,65.189,white
20.884,85.3352,white
27.2116,91.321,white
5.89395,79.8439,white
79.9765,99.2837,white
22.9671,71.0323,white
21.4854,90.8611,white
28.6432,36.0879,white
13.0181,67.8138,white
63.6568,87.1461,white
24.5943,29.991,white
2.86796,11.3549,white
87.6595,93.7485,white
12.5444,57.597,white
13.2778,28.8777,white
67.6671,81.4417,white
72.4575,77.1693,white
75.4253,80.8166,white
44.7124,59.0898,white
45.348,69.8257,white
76.0986,77.3125,white
10.0267,68.8426,white
42.137,98.1932,white
25.355,38.0908,white
19.8707,41.823,white
69.9872,82.469,white
42.625,98.7119,white
14.0554,43.7954,white
9.26806,72.818,white
34.3153,82.3481,white
39.8368,90.0122,white
66.1216,66.8532,white
31.2296,71.6125,white
63.8813,76.0631,white
88.3588,90.2787,white
38.0064,96.8738,white
30.6321,79.5306,white
49.9363,51.7234,white
18.5652,83.3446,white
0.945276,66.224,white
65.9289,80.2291,white
46.1365,49.1882,white
34.1807,67.7741,white
65.1831,89.5853,white
84.6188,89.376,white
8.11468,71.8411,white
27.9744,95.4148,white
46.6467,94.2869,white
42.6781,76.99,white
45.214,63.6662,white
3.13878,36.0094,white
17.5129,21.4529,white
52.3228,93.6683,white
67.863,82.9424,white
10.654,22.1284,white
20.0178,84.2569,white
77.5391,90.486,white
10.4935,88.1497,white
65.0808,85.6178,white
6.67987,55.1634,white
6.2915,32.4967,white
8.94798,59.0014,white
46.4495,47.973,white
46.3189,64.288,white
59.1251,59.4689,white
27.0325,33.7686,white
6.40568,54.7977,white
80.2162,96.6501,white
4.70047,38.8484,white
93.3574,99.9122,white
17.0057,43.8152,white
34.5141,75.4561,white
55.2245,84.1569,white
44.0319,67.2071,white
0.747069,87.8122,white
9.51111,39.7502,white
28.9864,65.1942,white
66.308,70.3485,white
74.8298,79.7701,white
51.5029,66.3998,white
11.35,69.7095,white
18.1385,42.9551,white
61.7437,94.0638,white
22.5679,66.5728,white
16.8111,55.652,white
81.4967,94.1677,white
2.38909,79.0645,white
3.96688,42.1329,white
35.6075,98.6313,white
29.6649,31.9855,white
8.60014,81.7343,white
66.2211,81.7218,white
10.5138,14.2808,white
8.51728,70.6701,white
19.902,71.756,white
2.31173,24.8339,white
5.68664,37.9436,white
27.959,44.0395,white
9.70371,75.8404,white
14.9114,84.5843,white
10.4355,29.99,white
6.61232,96.1819,white
1.83921,59.1423,white
39.7693,87.6485,white
73.9078,98.9379,white
8.88293,90.2241,white
26.9276,28.0665,white
21.8414,90.2377,white
72.9691,92.8573,white
28.2722,76.3465,white
64.3514,89.3696,white
42.5076,43.663,white
24.8333,36.4631,white
50.7942,88.7163,white
4.96689,30.7942,white
51.2832,65.9836,white
14.0775,94.2939,white
11.4424,84.2494,white
53.7231,98.5575,white
24.919,93.5004,white
2.80741,60.8191,white
90.6038,91.2665,white
31.9971,70.7762,white
12.2689,55.8049,white
52.5214,71.7027,white
22.6869,43.1044,white
63.9883,87.5737,white
14.7922,96.681,white
34.662,61.6341,white
56.705,67.0028,white
45.7228,59.079,white
2.51532,13.2803,white
54.4887,66.1039,white
9.85134,84.7818,white
2.17948,91.9513,white
7.33799,29.8826,white
12.6424,80.8681,white
41.282,68.7002,white
48.86,62.6724,white
78.9905,94.3741,white
33.7702,92.7321,white
10.358,33.5797,white
57.744,77.1027,white
53.1356,56.9806,white
0.962139,13.8459,white
50.4524,74.1405,white
1.14788,90.2515,white
49.8733,77.1945,white
31.898,89.6874,white
14.7593,56.6668,white
44.5401,70.4103,white
93.6277,94.944,white
32.6633,54.2244,white
33.2334,87.5843,white
34.6848,38.1438,white
69.5456,96.1865,white
28.5014,52.4895,white
24.6596,27.683,white
12.4625,68.6078,white
81.3363,95.3987,white
35.5311,59.7088,white
41.464,53.7993,white
21.5001,37.9103,white
88.2222,94.6659,white
14.6976,72.7548,white
76.4067,96.7173,white
52.8967,99.0304,white
10.2946,83.1043,white
63.3736,95.9837,white
20.0083,51.4741,white
70.6706,74.7858,white
41.4272,72.374,white
40.8704,77.3922,white
47.6676,73.5379,white
44.8057,62.4929,white
37.6704,97.6578,white
13.9015,50.0713,white
66.8575,85.2851,white
51.6174,95.5678,white
17.8737,53.5053,white
59.2586,63.5114,white
41.7435,68.7811,white
72.3286,81.7072,white
11.2678,35.0001,white
6.83469,30.4412,white
10.9433,97.9739,white
51.7323,67.6239,white
49.4884,93.8559,white
28.4819,70.1187,white
42.8146,51.7501,white
36.34,96.9159,white
13.9688,39.0853,white
73.9699,89.4277,white
61.938,89.6068,white
44.7529,63.1236,white
55.2883,58.4957,white
20.4344,50.9773,white
13.2504,19.5936,white
31.0128,78.8686,white
13.5396,88.1161,white
20.8648,41.1379,white
61.6552,86.1808,white
46.9548,69.3563,white
16.2417,67.4122,white
33.1628,43.2697,white
53.4651,69.5066,white
61.2558,79.924,white
0.188654,22.0786,white
